,Performance Record,Maturity Group,Genotype ID,State,Year,Location,Yield
498,498,1.0,4448,"""MN""",2008,74.0,40.5
499,499,1.0,4689,"""SD""",2012,149.0,44.7
500,500,4.0,374,"""TN""",2005,72.0,47.0
501,501,5.0,1320,"""MO""",2005,110.0,69.1
502,502,6.0,1692,"""GA""",2014,7.0,39.5
503,503,2.0,4898,"""SD""",2003,24.0,41.6
504,504,5.0,3726,"""AR""",2006,103.0,77.0
505,505,7.0,2410,"""AL""",2010,51.0,59.0
506,506,4.0,4102,"""IL""",2015,29.0,65.9
507,507,3.0,3356,"""NE""",2005,145.0,42.2
508,508,2.0,4093,"""NE""",2011,15.0,55.4
509,509,4.0,2753,"""KS""",2008,81.0,43.0
510,510,4.0,86,"""MS""",2013,139.0,63.0
511,511,4.0,2590,"""KY""",2005,76.0,35.9
512,512,3.0,5111,"""IA""",2009,2.0,66.1
513,513,1.0,2619,"""IA""",2014,68.0,36.8
514,514,0.0,1992,"""ND""",2006,31.0,57.7
515,515,1.0,4820,"""MI""",2003,64.0,34.6
516,516,2.0,3338,"""SD""",2008,10.0,36.0
517,517,3.0,5299,"""NE""",2012,102.0,80.4
518,518,1.0,765,"""NE""",2004,15.0,42.4
519,519,4.0,1366,"""IL""",2009,60.0,63.5
520,520,4.0,4466,"""MO""",2008,109.0,47.2
521,521,5.0,1193,"""AL""",2008,16.0,45.1
522,522,-1.0,1748,"""QUE""",2008,73.0,32.8
523,523,5.0,1001,"""KS""",2012,104.0,21.0
524,524,0.0,4966,"""QUE""",2009,133.0,69.6
525,525,4.0,5385,"""OH""",2011,128.0,70.0
526,526,4.0,1418,"""MD""",2006,113.0,31.8
527,527,3.0,636,"""KS""",2010,78.0,51.3
528,528,1.0,3464,"""NE""",2005,15.0,54.4
529,529,5.0,2615,"""KS""",2012,104.0,20.4
530,530,2.0,5039,"""NE""",2010,102.0,83.9
531,531,1.0,3441,"""MN""",2005,152.0,61.8
532,532,5.0,2137,"""TN""",2003,67.0,41.9
533,533,0.0,3513,"""SD""",2005,153.0,40.9
534,534,4.0,2241,"""MO""",2011,38.0,49.6
535,535,-1.0,4800,"""QUE""",2008,130.0,56.1
536,536,3.0,174,"""KS""",2005,6.0,55.7
537,537,4.0,721,"""TN""",2012,67.0,56.8
538,538,4.0,39,"""MS""",2013,139.0,74.8
539,539,0.0,3685,"""QUE""",2012,133.0,91.4
540,540,4.0,1980,"""MO""",2003,110.0,55.0
541,541,5.0,3729,"""KY""",2007,111.0,28.3
542,542,7.0,812,"""GA""",2003,165.0,51.0
543,543,3.0,4020,"""IA""",2011,41.0,60.6
544,544,0.0,3530,"""ONT""",2008,134.0,61.8
545,545,1.0,3258,"""IN""",2008,150.0,49.4
546,546,1.0,2779,"""IN""",2015,154.0,35.4
547,547,4.0,1987,"""IL""",2004,60.0,74.4
548,548,1.0,2015,"""MI""",2014,64.0,46.4
549,549,7.0,5794,"""GA""",2011,8.0,19.3
550,550,6.0,4268,"""GA""",2015,28.0,38.1
551,551,4.0,518,"""MO""",2009,109.0,36.2
552,552,2.0,2214,"""IA""",2007,2.0,38.4
553,553,2.0,455,"""NE""",2008,15.0,68.2
554,554,4.0,718,"""OK""",2005,19.0,33.9
555,555,3.0,4712,"""NE""",2013,159.0,74.8
556,556,3.0,4028,"""NE""",2005,45.0,85.3
557,557,5.0,690,"""IL""",2003,147.0,54.2
558,558,3.0,154,"""MO""",2006,110.0,48.7
559,559,4.0,5385,"""MO""",2015,38.0,74.4
560,560,2.0,4610,"""NE""",2011,102.0,88.1
561,561,6.0,113,"""SC""",2014,36.0,59.4
562,562,6.0,772,"""OK""",2003,19.0,42.1
563,563,3.0,614,"""IA""",2005,2.0,80.1
564,564,4.0,92,"""IN""",2005,27.0,62.9
565,565,5.0,3479,"""TN""",2005,72.0,32.8
566,566,0.0,742,"""MN""",2015,117.0,50.2
567,567,5.0,1150,"""OK""",2006,19.0,22.6
568,568,5.0,1355,"""NC""",2014,71.0,44.1
569,569,2.0,3580,"""MN""",2010,74.0,61.9
570,570,4.0,3015,"""TN""",2011,72.0,26.3
571,571,2.0,2654,"""NE""",2011,15.0,51.1
572,572,0.0,2619,"""ONT""",2006,134.0,46.8
573,573,2.0,3973,"""SD""",2013,149.0,34.4
574,574,3.0,1235,"""NE""",2015,34.0,74.0
575,575,3.0,3039,"""MO""",2003,70.0,31.9
576,576,2.0,551,"""NE""",2009,40.0,82.8
577,577,3.0,27,"""IL""",2005,148.0,72.5
578,578,0.0,2604,"""MN""",2003,89.0,47.2
579,579,2.0,4220,"""NE""",2015,158.0,75.4
580,580,4.0,2318,"""AR""",2009,116.0,47.3
581,581,7.0,1336,"""GA""",2005,146.0,65.0
582,582,4.0,3785,"""AR""",2009,103.0,71.4
583,583,5.0,2137,"""OK""",2003,19.0,51.6
584,584,1.0,546,"""SD""",2008,10.0,44.8
585,585,6.0,717,"""MS""",2004,139.0,47.5
586,586,3.0,5339,"""NE""",2015,136.0,71.7
587,587,4.0,5612,"""AR""",2014,140.0,55.1
588,588,3.0,29,"""KS""",2011,98.0,24.3
589,589,-1.0,3495,"""MN""",2011,42.0,61.5
590,590,4.0,5811,"""KS""",2003,104.0,23.0
591,591,4.0,2750,"""OH""",2007,80.0,27.2
592,592,5.0,1182,"""AL""",2008,16.0,42.7
593,593,4.0,4231,"""MD""",2005,113.0,50.4
594,594,1.0,5642,"""NE""",2014,62.0,79.5
595,595,5.0,1182,"""NC""",2012,108.0,62.3
596,596,1.0,12,"""SD""",2006,153.0,24.0
597,597,2.0,275,"""SD""",2003,24.0,37.3
598,598,2.0,5475,"""IN""",2013,154.0,67.2
599,599,-1.0,3159,"""QUE""",2004,119.0,57.6
600,600,3.0,2728,"""NE""",2012,102.0,76.3
601,601,6.0,1070,"""AR""",2005,103.0,35.1
602,602,5.0,2615,"""IL""",2009,147.0,59.2
603,603,6.0,2815,"""AL""",2007,143.0,46.5
604,604,2.0,636,"""OH""",2014,157.0,59.0
605,605,4.0,2615,"""KS""",2006,81.0,23.7
606,606,1.0,4608,"""ONT""",2011,114.0,72.3
607,607,5.0,1282,"""NC""",2012,108.0,57.5
608,608,4.0,1851,"""MS""",2012,139.0,71.0
609,609,5.0,45,"""NC""",2014,71.0,53.8
610,610,-1.0,715,"""MAN""",2003,88.0,65.4
611,611,2.0,3356,"""ONT""",2006,61.0,84.2
612,612,5.0,1783,"""IL""",2009,147.0,53.2
613,613,3.0,5486,"""KS""",2015,78.0,41.7
614,614,2.0,825,"""IL""",2006,148.0,53.0
615,615,5.0,2808,"""KS""",2003,81.0,28.9
616,616,0.0,2160,"""ND""",2007,31.0,27.0
617,617,1.0,3667,"""MI""",2005,118.0,34.7
618,618,8.0,2433,"""NC""",2013,35.0,37.6
619,619,5.0,1350,"""TN""",2014,129.0,49.1
620,620,1.0,1655,"""SD""",2013,149.0,33.1
621,621,5.0,1271,"""MO""",2004,110.0,40.7
622,622,3.0,4099,"""MO""",2013,38.0,44.4
623,623,0.0,2616,"""AR""",2003,53.0,51.5
624,624,0.0,2462,"""QUE""",2005,119.0,64.6
625,625,3.0,847,"""OH""",2004,124.0,59.3
626,626,3.0,5498,"""NE""",2003,145.0,48.5
627,627,2.0,1,"""IN""",2004,154.0,48.3
628,628,3.0,4098,"""IL""",2013,148.0,51.6
629,629,1.0,4916,"""SD""",2009,10.0,41.1
630,630,5.0,1408,"""MO""",2007,110.0,63.6
631,631,3.0,5136,"""MD""",2008,113.0,40.3
632,632,5.0,2870,"""NC""",2014,71.0,44.6
633,633,2.0,4014,"""IA""",2009,115.0,36.6
634,634,5.0,2907,"""MS""",2014,135.0,57.5
635,635,3.0,2561,"""KS""",2003,78.0,36.8
636,636,5.0,1398,"""MD""",2008,113.0,48.2
637,637,5.0,685,"""NC""",2011,71.0,40.4
638,638,7.0,4654,"""SC""",2007,20.0,28.4
639,639,1.0,5099,"""ONT""",2007,100.0,41.3
640,640,3.0,576,"""NE""",2014,159.0,52.3
641,641,4.0,3329,"""MO""",2007,110.0,50.4
642,642,1.0,4820,"""SD""",2005,149.0,47.3
643,643,4.0,3089,"""KS""",2003,81.0,19.8
644,644,8.0,985,"""GA""",2009,8.0,46.6
645,645,0.0,2830,"""QUE""",2010,133.0,80.4
646,646,5.0,2873,"""OK""",2005,19.0,33.0
647,647,2.0,580,"""IN""",2014,154.0,45.9
648,648,1.0,4416,"""NE""",2005,15.0,56.8
649,649,3.0,4562,"""OH""",2003,63.0,50.7
650,650,0.0,3515,"""ONT""",2006,99.0,44.1
651,651,1.0,3844,"""QUE""",2010,130.0,64.6
652,652,1.0,3498,"""NE""",2013,102.0,90.8
653,653,3.0,2678,"""OH""",2005,125.0,60.0
654,654,6.0,1683,"""NC""",2012,107.0,44.3
655,655,5.0,1191,"""KS""",2008,104.0,40.2
656,656,3.0,180,"""MO""",2005,38.0,32.9
657,657,2.0,316,"""SD""",2006,10.0,43.6
658,658,0.0,702,"""ND""",2012,31.0,54.8
659,659,0.0,3551,"""ND""",2014,31.0,57.3
660,660,2.0,3003,"""MN""",2014,74.0,62.9
661,661,3.0,3356,"""IN""",2005,154.0,58.9
662,662,6.0,2931,"""AR""",2011,140.0,53.5
663,663,4.0,1443,"""MO""",2015,110.0,65.9
664,664,2.0,225,"""NE""",2008,102.0,90.7
665,665,1.0,3798,"""IA""",2009,68.0,46.3
666,666,0.0,5822,"""ND""",2015,52.0,62.3
667,667,7.0,4411,"""NC""",2012,71.0,42.1
668,668,2.0,3798,"""MN""",2013,137.0,55.1
669,669,0.0,2843,"""ND""",2013,31.0,58.1
670,670,5.0,2623,"""IL""",2005,147.0,47.3
671,671,1.0,5463,"""SD""",2005,10.0,57.2
672,672,3.0,5073,"""IA""",2015,21.0,65.2
673,673,3.0,4133,"""OH""",2009,127.0,88.6
674,674,2.0,568,"""IL""",2013,148.0,63.6
675,675,4.0,660,"""KS""",2010,78.0,56.0
676,676,4.0,5609,"""TN""",2015,129.0,26.8
677,677,4.0,1245,"""TN""",2006,72.0,50.2
678,678,5.0,3084,"""IL""",2008,147.0,61.9
679,679,5.0,3721,"""MD""",2003,113.0,25.4
680,680,4.0,4753,"""KS""",2011,81.0,23.9
681,681,6.0,1692,"""GA""",2014,146.0,70.4
682,682,5.0,2623,"""TX""",2004,112.0,30.0
683,683,1.0,2260,"""QUE""",2003,119.0,27.4
684,684,2.0,4502,"""NE""",2009,40.0,82.2
685,685,1.0,4928,"""MN""",2007,74.0,45.0
686,686,7.0,2366,"""NC""",2008,71.0,49.0
687,687,3.0,3279,"""NE""",2012,102.0,92.3
688,688,5.0,3293,"""AR""",2013,140.0,64.1
689,689,4.0,4557,"""IL""",2011,46.0,53.8
690,690,4.0,4364,"""TN""",2012,85.0,79.6
691,691,2.0,2218,"""ONT""",2009,61.0,82.6
692,692,8.0,936,"""SC""",2012,163.0,46.5
693,693,4.0,3581,"""IN""",2014,27.0,62.5
694,694,1.0,5080,"""MN""",2015,152.0,67.8
695,695,3.0,613,"""OH""",2005,63.0,52.6
696,696,8.0,705,"""GA""",2010,146.0,39.9
697,697,5.0,2140,"""OK""",2005,19.0,26.6
698,698,5.0,1413,"""AR""",2009,116.0,52.0
699,699,-1.0,4353,"""ND""",2014,93.0,44.3
700,700,3.0,4531,"""NE""",2011,77.0,72.2
701,701,4.0,1799,"""NC""",2007,107.0,42.0
702,702,2.0,4480,"""IN""",2004,154.0,50.9
703,703,3.0,31,"""IL""",2011,148.0,66.5
704,704,3.0,3394,"""NE""",2015,159.0,65.1
705,705,4.0,3365,"""MO""",2008,110.0,56.1
706,706,5.0,2348,"""LA""",2004,22.0,35.5
707,707,1.0,4926,"""MN""",2007,152.0,37.3
708,708,8.0,762,"""GA""",2006,7.0,32.7
709,709,5.0,2873,"""KY""",2005,111.0,12.1
710,710,2.0,3676,"""IN""",2007,154.0,40.8
711,711,4.0,5137,"""KY""",2007,76.0,30.7
712,712,5.0,368,"""MS""",2012,139.0,56.7
713,713,5.0,116,"""KS""",2013,104.0,37.0
714,714,1.0,2171,"""NE""",2009,102.0,70.6
715,715,4.0,4070,"""TN""",2011,67.0,41.2
716,716,4.0,2538,"""MO""",2006,110.0,39.9
717,717,2.0,2546,"""ONT""",2007,61.0,67.9
718,718,4.0,1196,"""VA""",2010,151.0,19.7
719,719,-1.0,4286,"""ND""",2008,93.0,34.5
720,720,5.0,2199,"""KS""",2009,104.0,32.4
721,721,4.0,92,"""IN""",2004,27.0,43.8
722,722,5.0,2584,"""MD""",2004,113.0,58.6
723,723,4.0,1578,"""MO""",2003,109.0,23.0
724,724,2.0,3078,"""NE""",2004,40.0,51.9
725,725,0.0,3445,"""MN""",2008,89.0,42.3
726,726,4.0,109,"""IN""",2005,154.0,39.7
727,727,1.0,510,"""IN""",2014,154.0,58.4
728,728,5.0,1350,"""LA""",2008,22.0,8.4
729,729,4.0,2105,"""LA""",2006,1.0,40.0
730,730,6.0,1034,"""LA""",2006,22.0,50.7
731,731,4.0,1051,"""IL""",2011,148.0,36.2
732,732,3.0,5063,"""KS""",2013,78.0,52.9
733,733,4.0,2519,"""KS""",2006,78.0,28.7
734,734,0.0,2461,"""NE""",2005,15.0,33.2
735,735,5.0,44,"""IL""",2005,147.0,60.5
736,736,4.0,3208,"""MD""",2006,113.0,34.8
737,737,4.0,375,"""OK""",2007,19.0,21.8
738,738,3.0,951,"""NE""",2012,102.0,78.2
739,739,8.0,1915,"""GA""",2015,105.0,60.9
740,740,7.0,2401,"""GA""",2004,146.0,51.9
741,741,3.0,3863,"""OH""",2010,126.0,47.5
742,742,4.0,1372,"""MO""",2006,38.0,32.2
743,743,-1.0,1679,"""QUE""",2004,119.0,52.0
744,744,1.0,4599,"""NE""",2008,15.0,59.9
745,745,4.0,3097,"""KS""",2004,104.0,38.7
746,746,6.0,1317,"""AR""",2007,103.0,53.3
747,747,8.0,1597,"""SC""",2007,20.0,32.6
748,748,-1.0,2861,"""MN""",2013,121.0,33.0
749,749,3.0,3627,"""NE""",2015,34.0,69.5
750,750,1.0,5242,"""SD""",2008,153.0,25.8
751,751,5.0,1942,"""KS""",2007,104.0,42.8
752,752,1.0,3459,"""SD""",2003,153.0,19.0
753,753,6.0,717,"""AR""",2007,116.0,56.0
754,754,4.0,1640,"""IN""",2008,154.0,62.8
755,755,4.0,109,"""KS""",2004,6.0,66.1
756,756,4.0,3394,"""IL""",2015,29.0,81.0
757,757,2.0,4706,"""IL""",2012,44.0,53.0
758,758,2.0,5489,"""NE""",2015,40.0,85.1
759,759,6.0,1138,"""NC""",2013,107.0,56.6
760,760,7.0,1336,"""GA""",2004,28.0,50.7
761,761,6.0,1295,"""AR""",2004,116.0,54.2
762,762,2.0,5753,"""IA""",2012,21.0,61.3
763,763,2.0,4492,"""MO""",2004,110.0,44.6
764,764,4.0,5610,"""AR""",2015,69.0,83.3
765,765,8.0,1855,"""GA""",2004,105.0,39.3
766,766,5.0,1900,"""NC""",2012,71.0,44.6
767,767,4.0,667,"""KS""",2013,104.0,33.0
768,768,2.0,5341,"""IA""",2013,21.0,37.0
769,769,8.0,4845,"""SC""",2007,20.0,24.9
770,770,2.0,5693,"""OH""",2013,157.0,82.0
771,771,3.0,4703,"""OH""",2015,127.0,69.5
772,772,2.0,3756,"""MN""",2012,74.0,45.9
773,773,-1.0,2277,"""MN""",2009,42.0,32.9
774,774,3.0,4693,"""IL""",2007,148.0,46.7
775,775,8.0,1341,"""AL""",2005,143.0,48.5
776,776,3.0,4536,"""OH""",2015,127.0,62.7
777,777,5.0,1046,"""KS""",2009,81.0,43.4
778,778,3.0,1530,"""OH""",2008,126.0,66.2
779,779,4.0,1278,"""KS""",2008,104.0,33.4
780,780,5.0,1266,"""NC""",2005,107.0,42.3
781,781,4.0,2614,"""MO""",2003,70.0,39.1
782,782,3.0,5036,"""IA""",2010,41.0,35.5
783,783,4.0,3594,"""NC""",2012,108.0,47.0
784,784,-1.0,3495,"""MN""",2014,87.0,29.8
785,785,-1.0,4822,"""QUE""",2008,130.0,60.0
786,786,2.0,816,"""ONT""",2007,61.0,59.9
787,787,5.0,1461,"""AL""",2003,16.0,39.6
788,788,4.0,5546,"""LA""",2009,22.0,32.5
789,789,6.0,680,"""GA""",2007,146.0,66.9
790,790,3.0,279,"""MO""",2003,94.0,28.4
791,791,-1.0,3543,"""ND""",2013,31.0,64.5
792,792,1.0,4575,"""NE""",2010,15.0,76.2
793,793,3.0,5767,"""KS""",2013,78.0,58.6
794,794,5.0,2625,"""IL""",2006,147.0,57.9
795,795,5.0,2455,"""NC""",2012,71.0,37.7
796,796,3.0,2746,"""NE""",2015,34.0,67.6
797,797,5.0,2669,"""AR""",2005,103.0,39.4
798,798,2.0,5054,"""IA""",2012,30.0,48.7
799,799,-1.0,2856,"""QUE""",2014,73.0,78.8
800,800,4.0,2107,"""KS""",2004,104.0,43.5
801,801,5.0,2117,"""LA""",2012,22.0,46.1
802,802,5.0,1945,"""AR""",2007,103.0,55.1
803,803,3.0,5497,"""IA""",2003,9.0,52.2
804,804,7.0,5195,"""LA""",2008,22.0,16.5
805,805,0.0,3666,"""MN""",2005,117.0,35.4
806,806,2.0,106,"""IL""",2015,148.0,59.8
807,807,4.0,86,"""KS""",2012,104.0,23.7
808,808,0.0,2602,"""MN""",2005,89.0,34.2
809,809,5.0,4697,"""VA""",2010,151.0,25.5
810,810,2.0,5823,"""IA""",2008,2.0,36.8
811,811,2.0,5683,"""NE""",2014,62.0,76.8
812,812,4.0,1486,"""AR""",2010,103.0,51.1
813,813,3.0,192,"""KS""",2006,6.0,42.9
814,814,5.0,2053,"""MO""",2010,109.0,56.3
815,815,3.0,5148,"""MO""",2008,109.0,39.9
816,816,1.0,3498,"""IN""",2004,154.0,36.8
817,817,5.0,1580,"""TN""",2003,72.0,44.1
818,818,5.0,2820,"""AL""",2009,16.0,63.2
819,819,4.0,2720,"""TN""",2014,67.0,54.9
820,820,8.0,4858,"""AL""",2009,144.0,19.3
821,821,5.0,3604,"""AL""",2015,16.0,64.7
822,822,2.0,5323,"""IL""",2004,148.0,55.1
823,823,1.0,4198,"""ONT""",2015,134.0,43.6
824,824,7.0,2407,"""GA""",2007,146.0,62.6
825,825,2.0,3798,"""ONT""",2014,33.0,58.8
826,826,5.0,1689,"""TN""",2013,67.0,54.5
827,827,7.0,1625,"""AL""",2003,51.0,57.6
828,828,7.0,4831,"""LA""",2006,22.0,32.3
829,829,-1.0,2079,"""QUE""",2011,73.0,55.6
830,830,2.0,5508,"""IA""",2004,115.0,52.1
831,831,5.0,1368,"""MO""",2006,110.0,50.1
832,832,3.0,4077,"""NE""",2012,102.0,51.7
833,833,3.0,3070,"""KS""",2009,6.0,64.6
834,834,1.0,5620,"""ONT""",2005,114.0,24.2
835,835,2.0,5011,"""NE""",2005,40.0,69.2
836,836,7.0,1070,"""GA""",2007,105.0,56.6
837,837,2.0,905,"""NE""",2010,40.0,76.4
838,838,1.0,5439,"""IN""",2008,150.0,42.5
839,839,1.0,4461,"""SD""",2004,153.0,26.7
840,840,3.0,391,"""NE""",2011,34.0,71.6
841,841,4.0,3601,"""IL""",2013,29.0,66.0
842,842,4.0,1455,"""MS""",2015,139.0,64.8
843,843,2.0,4489,"""SD""",2005,10.0,58.0
844,844,8.0,4380,"""GA""",2010,146.0,31.4
845,845,2.0,123,"""NE""",2004,145.0,55.0
846,846,2.0,274,"""MI""",2003,64.0,33.3
847,847,3.0,90,"""KS""",2006,98.0,35.0
848,848,4.0,2713,"""TN""",2014,67.0,55.8
849,849,6.0,4395,"""AR""",2006,103.0,70.1
850,850,2.0,4009,"""NE""",2008,102.0,88.0
851,851,3.0,193,"""MO""",2011,109.0,52.2
852,852,4.0,5400,"""KS""",2012,98.0,17.4
853,853,8.0,3222,"""GA""",2015,105.0,46.6
854,854,1.0,3261,"""ONT""",2012,114.0,55.5
855,855,3.0,4509,"""MO""",2009,38.0,43.9
856,856,3.0,4713,"""MO""",2015,110.0,42.9
857,857,5.0,1350,"""KS""",2011,81.0,24.4
858,858,7.0,998,"""NC""",2009,71.0,37.4
859,859,3.0,3417,"""OH""",2008,63.0,26.7
860,860,3.0,5047,"""NE""",2012,102.0,97.7
861,861,4.0,1042,"""IL""",2010,60.0,49.4
862,862,2.0,2966,"""IL""",2006,148.0,60.1
863,863,5.0,1249,"""KS""",2005,104.0,32.9
864,864,4.0,361,"""MS""",2009,139.0,68.7
865,865,5.0,1020,"""TN""",2008,67.0,30.5
866,866,2.0,3971,"""MI""",2012,64.0,23.0
867,867,8.0,1344,"""GA""",2003,105.0,57.3
868,868,5.0,1528,"""VA""",2003,141.0,43.9
869,869,3.0,480,"""IN""",2012,150.0,59.1
870,870,4.0,3012,"""AR""",2011,140.0,41.2
871,871,1.0,5241,"""IN""",2008,150.0,45.4
872,872,4.0,3576,"""MO""",2006,110.0,55.6
873,873,4.0,394,"""IL""",2011,148.0,50.6
874,874,3.0,3268,"""IA""",2004,2.0,54.2
875,875,7.0,1184,"""AL""",2013,143.0,44.4
876,876,4.0,1043,"""TN""",2010,72.0,31.3
877,877,3.0,3394,"""OH""",2015,63.0,64.1
878,878,6.0,1236,"""AR""",2005,140.0,51.2
879,879,5.0,1446,"""AR""",2013,69.0,64.2
880,880,5.0,1894,"""MO""",2008,110.0,60.0
881,881,5.0,1783,"""DE""",2009,55.0,40.8
882,882,5.0,1868,"""KS""",2010,81.0,36.5
883,883,8.0,705,"""SC""",2007,20.0,26.7
884,884,5.0,47,"""VA""",2012,141.0,80.3
885,885,0.0,3685,"""MN""",2012,89.0,41.5
886,886,5.0,1321,"""MO""",2005,110.0,67.1
887,887,4.0,3946,"""IN""",2009,154.0,59.3
888,888,4.0,4022,"""OH""",2005,125.0,52.9
889,889,2.0,2252,"""IA""",2014,21.0,38.3
890,890,4.0,40,"""AR""",2015,69.0,77.8
891,891,1.0,5017,"""NE""",2008,40.0,64.9
892,892,6.0,627,"""LA""",2008,1.0,33.5
893,893,2.0,3319,"""NE""",2013,40.0,64.5
894,894,1.0,2771,"""SD""",2007,153.0,46.5
895,895,0.0,1862,"""NE""",2004,40.0,49.2
896,896,3.0,3821,"""OH""",2006,63.0,58.5
897,897,-1.0,4323,"""MN""",2014,87.0,40.8
898,898,-1.0,1678,"""MN""",2015,42.0,38.8
899,899,-1.0,4822,"""MN""",2005,42.0,37.5
900,900,4.0,3048,"""IL""",2003,60.0,57.9
901,901,-1.0,2099,"""ND""",2003,31.0,40.1
902,902,5.0,1182,"""AR""",2009,103.0,57.5
903,903,0.0,5213,"""SD""",2004,153.0,26.6
904,904,3.0,619,"""OH""",2010,126.0,54.7
905,905,7.0,5195,"""NC""",2010,107.0,37.6
906,906,1.0,3243,"""MN""",2007,152.0,49.8
907,907,4.0,2108,"""VA""",2004,151.0,58.3
908,908,2.0,3072,"""SD""",2009,10.0,34.6
909,909,4.0,886,"""AR""",2004,103.0,68.0
910,910,3.0,5041,"""IL""",2010,148.0,55.2
911,911,5.0,1182,"""LA""",2012,22.0,38.1
912,912,2.0,528,"""IN""",2008,154.0,69.4
913,913,4.0,2149,"""MO""",2015,109.0,62.6
914,914,4.0,3591,"""MO""",2011,109.0,73.5
915,915,3.0,4715,"""KS""",2014,98.0,33.6
916,916,0.0,3585,"""ONT""",2009,99.0,56.6
917,917,0.0,2067,"""SD""",2004,24.0,30.1
918,918,4.0,2614,"""KS""",2005,6.0,62.8
919,919,5.0,3082,"""AL""",2009,16.0,51.1
920,920,5.0,44,"""AR""",2007,103.0,42.6
921,921,1.0,2864,"""NE""",2014,40.0,54.2
922,922,2.0,3707,"""ONT""",2013,33.0,52.0
923,923,7.0,2407,"""SC""",2007,20.0,31.1
924,924,6.0,1827,"""AL""",2014,143.0,59.5
925,925,0.0,716,"""ONT""",2005,99.0,30.9
926,926,5.0,699,"""NC""",2008,107.0,44.9
927,927,4.0,2051,"""MS""",2012,135.0,63.1
928,928,1.0,5000,"""AR""",2004,53.0,44.9
929,929,4.0,3294,"""IL""",2013,29.0,66.7
930,930,2.0,4539,"""ONT""",2013,33.0,46.9
931,931,5.0,3622,"""KS""",2015,104.0,45.7
932,932,4.0,5354,"""IL""",2011,148.0,44.7
933,933,5.0,1327,"""TX""",2004,112.0,30.0
934,934,7.0,4635,"""NC""",2006,66.0,43.9
935,935,3.0,279,"""IL""",2004,91.0,54.5
936,936,7.0,1380,"""NC""",2006,71.0,43.3
937,937,5.0,1803,"""VA""",2013,151.0,62.6
938,938,1.0,5277,"""MN""",2006,74.0,53.3
939,939,5.0,1677,"""KY""",2005,111.0,13.7
940,940,6.0,1157,"""AL""",2007,143.0,39.3
941,941,4.0,4124,"""IL""",2007,60.0,43.4
942,942,0.0,3110,"""QUE""",2007,133.0,66.4
943,943,0.0,3132,"""MN""",2004,117.0,28.3
944,944,3.0,613,"""MO""",2006,109.0,22.2
945,945,4.0,3290,"""TN""",2015,72.0,70.6
946,946,1.0,4550,"""NE""",2015,40.0,93.8
947,947,3.0,2552,"""IL""",2007,148.0,62.7
948,948,1.0,4517,"""SD""",2012,153.0,38.0
949,949,4.0,2615,"""KS""",2012,81.0,50.6
950,950,7.0,1707,"""AL""",2009,143.0,31.4
951,951,8.0,1904,"""NC""",2005,71.0,31.7
952,952,3.0,3069,"""IA""",2009,2.0,59.5
953,953,6.0,1034,"""GA""",2012,7.0,45.1
954,954,0.0,3495,"""MN""",2013,89.0,28.0
955,955,7.0,54,"""SC""",2009,36.0,25.5
956,956,4.0,1419,"""VA""",2004,151.0,58.7
957,957,5.0,2885,"""NC""",2008,107.0,55.4
958,958,1.0,4417,"""MN""",2005,74.0,41.8
959,959,6.0,1394,"""AR""",2007,116.0,66.3
960,960,4.0,2129,"""MS""",2015,139.0,55.9
961,961,1.0,5503,"""NE""",2004,56.0,43.2
962,962,2.0,3798,"""MN""",2008,74.0,44.5
963,963,3.0,70,"""MO""",2007,38.0,32.9
964,964,1.0,3498,"""MI""",2013,118.0,33.6
965,965,4.0,2244,"""IL""",2012,148.0,51.6
966,966,2.0,3798,"""NE""",2012,15.0,37.6
967,967,2.0,267,"""NE""",2003,15.0,44.8
968,968,4.0,2615,"""MO""",2006,110.0,58.5
969,969,4.0,3322,"""TN""",2008,72.0,43.6
970,970,5.0,3212,"""MS""",2012,135.0,60.3
971,971,4.0,931,"""AR""",2011,140.0,45.8
972,972,0.0,4334,"""QUE""",2015,133.0,71.1
973,973,0.0,3179,"""ONT""",2004,156.0,41.4
974,974,7.0,997,"""NC""",2011,35.0,34.9
975,975,2.0,3276,"""IA""",2012,21.0,72.6
976,976,5.0,1844,"""AR""",2003,103.0,48.9
977,977,-1.0,5411,"""MN""",2015,87.0,41.4
978,978,5.0,1792,"""TX""",2004,112.0,21.0
979,979,5.0,1197,"""TN""",2011,67.0,47.2
980,980,5.0,46,"""VA""",2003,97.0,47.5
981,981,2.0,3234,"""AR""",2005,103.0,21.2
982,982,6.0,1683,"""GA""",2013,7.0,64.9
983,983,1.0,5642,"""NE""",2014,102.0,91.5
984,984,8.0,869,"""GA""",2004,7.0,39.8
985,985,1.0,13,"""MN""",2003,152.0,40.6
986,986,5.0,1415,"""MS""",2015,139.0,74.5
987,987,2.0,3853,"""MN""",2011,152.0,43.7
988,988,4.0,1099,"""KS""",2003,81.0,24.8
989,989,5.0,1276,"""MS""",2008,139.0,73.8
990,990,4.0,1372,"""IL""",2006,60.0,61.2
991,991,4.0,2308,"""VA""",2011,151.0,67.2
992,992,5.0,1894,"""AR""",2008,116.0,43.1
993,993,4.0,1378,"""OH""",2004,124.0,61.0
994,994,4.0,4724,"""IN""",2015,27.0,68.5
995,995,3.0,148,"""IN""",2004,150.0,78.7
996,996,4.0,4352,"""MO""",2011,109.0,73.4
997,997,2.0,5669,"""IA""",2008,115.0,46.7
